bu_code,a_inw
BU19791673,12960
BU19791674,1720
BU19791675,1095
BU19791676,1900
BU19791777,6200
BU19791778,1775
BU19791779,555
BU19791780,1855
BU19791881,5925
BU19791882,300
BU19791883,420
BU19791884,165
BU19791885,915
BU19791986,2240
BU19791987,1640
BU19791988,660
BU19791989,350
BU19791990,435
BU19791991,180
BU19791992,1620
BU19800101,2900
BU19800102,5535
BU19800103,430
BU19800105,330
BU19800201,3270
BU19800202,2390
BU19800203,35
BU19800204,70
BU19800205,375
BU19800301,2205
BU19800302,1660
BU19800303,2560
BU19800304,1320
BU19800305,835
BU19800306,120
BU19800401,4480
BU19800402,1600
BU19800403,4490
BU19800404,1440
BU19800405,10
BU19800406,160
BU19800601,810
BU19800602,15
BU19801001,2885
BU19801102,1530
BU19801201,1535
BU19801301,2725
BU19801302,2185
BU19801303,170
BU19801402,1335
BU19801501,3390
BU19801601,2755
BU19801701,3375
BU19801801,1315
BU19801802,750
BU19801803,5
BU19801901,1855
BU19802001,110
BU19802002,15
BU19802003,165
BU19802004,1150
BU19802005,150
BU19802101,3020
BU19802102,745
BU19802201,1700
BU19802202,2425
BU19802301,3890
BU19802401,2805
BU19802402,1465
BU19802403,1370
BU19802601,2275
BU19802701,1510
BU19802702,345
BU19802703,1165
BU19802801,380
BU19802802,325
BU19820101,825
BU19820103,2000
BU19820105,760
BU19820107,660
BU19820109,1020
BU19820111,20
BU19820113,30
BU19820201,6880
BU19820203,3800
BU19820205,3900
BU19820207,8895
BU19820209,3915
BU19820211,2670
BU19820213,40
BU19820301,4500
BU19820303,800
BU19820305,875
BU19820401,3340
BU19820403,1875
BU19820501,690
BU19820503,200
BU19820601,1110
BU19820603,340
BU19820605,105
BU19820701,6850
BU19820703,2025
BU19820801,16860
BU19820803,3630
BU19820805,16875
BU19820807,43140
BU19820811,1020
BU19820813,220
BU19820901,3400
BU19820903,5800
BU19821001,3920
BU19821003,1620
BU19821005,860
BU19821007,830
BU19821009,920
BU19821011,40
BU19821013,20
BU19821015,500
BU19821017,460
BU19821101,2955
BU19821103,870
BU19821501,1990
BU19821503,860
BU19821601,1580
BU19821603,620
BU19821801,2730
BU19821803,670
BU19821901,1320
BU19821903,1220
BU19822001,455
BU19822003,270
BU19822101,940
BU19822103,320
BU19822201,1955
BU19822203,1450
BU19822205,540
BU19822207,2555
BU19822209,1020
BU19822217,330
BU19822219,40
BU19822221,45
BU19822301,3415
BU19822303,1680
BU19822401,1505
BU19822403,710
BU19822501,1040
BU19822503,845
BU19822601,550
BU19822603,220
BU19822701,565
BU19822703,215
BU19822803,115
BU19822901,790
BU19822903,320
BU19823003,2270
BU19910102,4990
BU19910105,7890
BU19910198,1410
BU19910199,1130
BU19910401,6335
BU19910402,1590
BU19910403,455
BU19910404,45
BU19910501,6280
BU19910502,600
BU19910601,9870
BU19910602,750
BU19910605,1110
BU19910606,825
BU19910607,155
